,examine,id,members,lowalch,limit,value,highalch,icon,name
2471,Essential pirate wear.,7130,True,40.0,150.0,100,60.0,Pirate bandana (blue).png,Pirate bandana (blue)
2472,Essential pirate wear.,7136,True,40.0,150.0,100,60.0,Pirate bandana (brown).png,Pirate bandana (brown)
2473,Essential pirate wear.,7124,True,40.0,150.0,100,60.0,Pirate bandana (red).png,Pirate bandana (red)
2474,Essential pirate wear.,7112,True,40.0,150.0,100,60.0,Pirate bandana (white).png,Pirate bandana (white)
2475,Not for land lubbers.,7114,True,140.0,150.0,350,210.0,Pirate boots.png,Pirate boots
2476,All I need now is a parrot.,12412,True,1200.0,150.0,3000,1800.0,Pirate hat & patch.png,Pirate hat & patch
2477,A sea worthy pair of trousers.,7116,True,140.0,150.0,350,210.0,Pirate leggings (beige).png,Pirate leggings (beige)
2478,A sea worthy pair of trousers.,7132,True,140.0,150.0,350,210.0,Pirate leggings (blue).png,Pirate leggings (blue)
2479,A sea worthy pair of trousers.,7138,True,140.0,150.0,350,210.0,Pirate leggings (brown).png,Pirate leggings (brown)
2480,A sea worthy pair of trousers.,7126,True,140.0,150.0,350,210.0,Pirate leggings (red).png,Pirate leggings (red)
2481,Shiver me timbers!,2651,True,72.0,4.0,180,108.0,Pirate's hat.png,Pirate's hat
2482,You should see the shark...,2997,True,35.0,4.0,89,53.0,Pirate's hook.png,Pirate's hook
2483,A stained glass banner displaying the sigil of house Piscarilius.,20260,True,28.0,4.0,70,42.0,Piscarilius banner.png,Piscarilius banner
2484,A rare hood from Piscarilius.,20122,True,1.0,4.0,1,1.0,Piscarilius hood.png,Piscarilius hood
2485,A blue scarf adorned with a sea shell.,19952,True,4000.0,4.0,10000,6000.0,Piscarilius scarf.png,Piscarilius scarf
2486,Teleports you to Piscatoris.,12408,True,4.0,10000.0,10,6.0,Piscatoris teleport.png,Piscatoris teleport
2487,Official explorer headgear!,12516,True,344.0,4.0,860,516.0,Pith helmet.png,Pith helmet
2488,Nicely baked pitta bread. Needs more ingredients to make a kebab.,1865,True,4.0,11000.0,10,6.0,Pitta bread.png,Pitta bread
2489,I need to add some tomato next.,2283,False,1.0,11000.0,4,2.0,Pizza base.png,Pizza base
2490,A cheese and tomato pizza.,2289,False,16.0,10000.0,40,24.0,Plain pizza.png,Plain pizza
2491,A plank of wood!,960,False,1.0,13000.0,1,1.0,Plank.png,Plank
2492,Use this on plants to cure disease.,6036,True,16.0,2000.0,40,24.0,Plant cure.png,Plant cure
2493,This stuff looks nasty.,273,False,1.0,15.0,1,1.0,Poison (item).png,Poison (item)
2494,A cup of a strange brew...,197,True,8.0,2000.0,20,12.0,Poison chalice.png,Poison chalice
2495,"They look sweet and juicy, but only a fool would eat them.",6018,True,26.0,11000.0,65,39.0,Poison ivy berries.png,Poison ivy berries
2496,A poison ivy bush seed - plant in a bush patch.,5106,True,66.0,200.0,166,99.0,Poison ivy seed 5.png,Poison ivy seed
2497,These should make me harder to spot in polar areas.,10067,True,8.0,150.0,20,12.0,Polar camo legs.png,Polar camo legs
2498,This should make me harder to spot in polar areas.,10065,True,8.0,150.0,20,12.0,Polar camo top.png,Polar camo top
2499,A thick fur for a cold climate.,10117,True,4.0,100.0,10,6.0,Polar kebbit fur.png,Polar kebbit fur
2500,Shiny!,10496,True,1.0,15.0,1,1.0,Polished buttons.png,Polished buttons
2501,This pot is empty.,1931,False,1.0,13000.0,1,1.0,Pot.png,Pot
2502,This should fit on a normal-sized pot.,4440,True,6.0,15.0,15,9.0,Pot lid.png,Pot lid
2503,It's cornflour in a pot.,7468,True,4.0,15.0,10,6.0,Pot of cornflour.png,Pot of cornflour
2504,Fresh cream.,2130,True,1.0,13000.0,2,1.0,Pot of cream.png,Pot of cream
2505,There is flour in this pot.,1933,False,4.0,13000.0,10,6.0,Pot of flour.png,Pot of flour
2506,This could be used to make a good stew.,1942,False,1.0,13000.0,1,1.0,Potato.png,Potato
2507,How am I supposed to eat that?!,3138,True,1.0,11000.0,1,1.0,Potato cactus.png,Potato cactus
2508,A Potato cactus seed - plant in a cactus patch.,22873,True,56.0,200.0,140,84.0,Potato cactus seed 5.png,Potato cactus seed
2509,A potato seed - plant in an allotment.,5318,True,1.0,600.0,2,1.0,Potato seed 5.png,Potato seed
2510,A baked potato with butter.,6703,True,3.0,13000.0,8,4.0,Potato with butter.png,Potato with butter
2511,A baked potato with butter and cheese.,6705,True,3.0,13000.0,8,4.0,Potato with cheese.png,Potato with cheese
2512,There are 10 potatoes in this sack.,5438,True,1.0,600.0,1,1.0,Potatoes(10).png,Potatoes(10)
2513,Little ornament in the shape of a scarab.,9032,True,4.0,13000.0,10,6.0,Pottery scarab.png,Pottery scarab
2514,A small statuette.,9036,True,4.0,13000.0,10,6.0,Pottery statuette.png,Pottery statuette
2515,One dose of fishy Prayer potion.,11467,True,30.0,2000.0,76,45.0,Prayer mix(1).png,Prayer mix(1)
2516,Two doses of fishy Prayer potion.,11465,True,45.0,2000.0,114,68.0,Prayer mix(2).png,Prayer mix(2)
2517,1 dose of Prayer restore potion.,143,True,30.0,2000.0,76,45.0,Prayer potion(1).png,Prayer potion(1)
2518,2 doses of Prayer restore potion.,141,True,45.0,2000.0,114,68.0,Prayer potion(2).png,Prayer potion(2)
2519,3 doses of Prayer restore potion.,139,True,60.0,2000.0,152,91.0,Prayer potion(3).png,Prayer potion(3)
2520,4 doses of Prayer restore  potion.,2434,True,76.0,2000.0,190,114.0,Prayer potion(4).png,Prayer potion(4)
2521,A premade Blurberry Special,2028,True,12.0,2000.0,30,18.0,Premade blurb' sp..png,Premade blurb' sp.
2522,A Premade Cheese and Tomato Batta.,2223,True,48.0,6000.0,120,72.0,Premade c+t batta.png,Premade c+t batta
2523,Some Premade chocchip crunchies.,2239,True,34.0,6000.0,85,51.0,Premade ch' crunch.png,Premade ch' crunch
2524,A premade Chocolate Bomb.,2229,True,64.0,6000.0,160,96.0,Premade choc bomb.png,Premade choc bomb
2525,A premade Chocolate Saturday.,2030,True,12.0,2000.0,30,18.0,Premade choc s'dy.png,Premade choc s'dy
2526,A premade Drunk Dragon.,2032,True,12.0,2000.0,30,18.0,Premade dr' dragon.png,Premade dr' dragon
2527,A premade Fruit Blast.,2034,True,12.0,2000.0,30,18.0,Premade fr' blast.png,Premade fr' blast
2528,A premade Fruit Batta.,2225,True,48.0,6000.0,120,72.0,Premade fr't batta.png,Premade fr't batta
2529,A premade Pineapple punch.,2036,True,12.0,2000.0,30,18.0,Premade p' punch.png,Premade p' punch
2530,Some premade Spicy Crunchies.,2241,True,34.0,6000.0,85,51.0,Premade s'y crunch.png,Premade s'y crunch
2531,A premade Short Green Guy.,2038,True,12.0,2000.0,30,18.0,Premade sgg.png,Premade sgg
2532,A Premade Toad Batta.,2221,True,48.0,6000.0,120,72.0,Premade t'd batta.png,Premade t'd batta
2533,Some premade Toad Crunchies.,2243,True,34.0,6000.0,85,51.0,Premade t'd crunch.png,Premade t'd crunch
2534,A premade Tangled Toads Legs.,2231,True,64.0,6000.0,160,96.0,Premade ttl.png,Premade ttl
2535,A premade Vegetable Ball.,2235,True,60.0,6000.0,150,90.0,Premade veg ball.png,Premade veg ball
2536,A Premade Vegetable Batta.,2227,True,48.0,6000.0,120,72.0,Premade veg batta.png,Premade veg batta
2537,A premade Worm Batta.,2219,True,48.0,6000.0,120,72.0,Premade w'm batta.png,Premade w'm batta
2538,Some Premade Worm Crunchies.,2237,True,34.0,6000.0,85,51.0,Premade w'm crun'.png,Premade w'm crun'
2539,A Premade Wizard Blizzard.,2040,True,12.0,2000.0,30,18.0,Premade wiz blz'd.png,Premade wiz blz'd
2540,A premade Worm Hole.,2233,True,60.0,6000.0,150,90.0,Premade worm hole.png,Premade worm hole
2541,Bottom half of a priest suit.,428,False,2.0,150.0,5,3.0,Priest gown (bottom).png,Priest gown (bottom)
2542,Top half of a priest suit.,426,False,2.0,150.0,5,3.0,Priest gown (top).png,Priest gown (top)
2543,A pair of upgraded dragon boots.,13239,True,30000.0,15.0,75000,45000.0,Primordial boots.png,Primordial boots
2544,A powerful crystal of strength.,13231,True,18000.0,15.0,45000,27000.0,Primordial crystal.png,Primordial crystal
2545,"A giant mosquito's proboscis, aerodynamic and sharp!",6319,True,2.0,100.0,5,3.0,Proboscis 1000.png,Proboscis
2546,A Proselyte Temple Knight's leg armour.,9676,True,4000.0,70.0,10000,6000.0,Proselyte cuisse.png,Proselyte cuisse
2547,Proselyte level armour pack.,9670,True,10000.0,70.0,25000,15000.0,Proselyte harness f.png,Proselyte harness f
2548,Proselyte level armour pack.,9666,True,10000.0,70.0,25000,15000.0,Proselyte harness m.png,Proselyte harness m
2549,A Proselyte Temple Knight's armour.,9674,True,4800.0,70.0,12000,7200.0,Proselyte hauberk.png,Proselyte hauberk
2550,A Proselyte Temple Knight's helm.,9672,True,3200.0,70.0,8000,4800.0,Proselyte sallet.png,Proselyte sallet
2551,A Proselyte Temple Knight's leg armour.,9678,True,4000.0,70.0,10000,6000.0,Proselyte tasset.png,Proselyte tasset
2552,Happy Halloween.,1959,False,12.0,50.0,30,18.0,Pumpkin.png,Pumpkin
2553,An unimbued rune of extra capability.,7936,False,1.0,30000.0,4,2.0,Pure essence.png,Pure essence
2554,Stylish!,12311,True,90.0,4.0,225,135.0,Purple boater.png,Purple boater
2555,Very stylish!,2934,True,200.0,150.0,500,300.0,Purple boots.png,Purple boots
2556,A thick purple cape.,1029,False,12.0,150.0,32,19.0,Purple cape.png,Purple cape
2557,A little bottle of purple dye.,1773,False,2.0,150.0,5,3.0,Purple dye.png,Purple dye
2558,A well made elegant ladies' purple blouse.,10436,True,800.0,4.0,2000,1200.0,Purple elegant blouse.png,Purple elegant blouse
2559,A rather elegant pair of men's purple pantaloons.,10418,True,800.0,4.0,2000,1200.0,Purple elegant legs.png,Purple elegant legs
2560,A well made elegant men's purple shirt.,10416,True,800.0,4.0,2000,1200.0,Purple elegant shirt.png,Purple elegant shirt
2561,A rather elegant purple skirt.,10438,True,800.0,4.0,2000,1200.0,Purple elegant skirt.png,Purple elegant skirt
2562,Makes firelighting a lot easier.,10326,True,6.0,250.0,15,9.0,Purple firelighter.png,Purple firelighter
2563,A posy of flowers.,2468,True,40.0,150.0,100,60.0,Purple flowers.png,Purple flowers
2564,These will keep my hands warm!,2942,False,200.0,150.0,500,300.0,Purple gloves.png,Purple gloves
2565,A silly pointed hat.,2940,True,200.0,150.0,500,300.0,Purple hat.png,Purple hat
2566,A nice hat from a cracker.,1046,False,1.0,5.0,1,1.0,Purple partyhat.png,Purple partyhat
2567,Made by werewolves for werewolves.,2938,True,200.0,150.0,500,300.0,Purple robe bottoms.png,Purple robe bottoms
2568,Some fine werewolf clothing.,2936,True,200.0,150.0,500,300.0,Purple robe top.png,Purple robe top
2569,Remember to brush after eating!,10476,True,6.0,10000.0,15,9.0,Purple sweets 5.png,Purple sweets
2570,Logs prepared with sacred oil for a funeral pyre.,3438,True,3.0,11000.0,8,4.0,Pyre logs.png,Pyre logs
2571,A phosphate rich mineral dust.,21545,True,12.0,13000.0,30,18.0,Pyrophosphite.png,Pyrophosphite
2572,This could be put on a string and worn for luck.,10134,True,12.0,100.0,30,18.0,Rabbit foot.png,Rabbit foot
2573,The snare will tighten around animals passing through.,10031,True,6.0,250.0,15,9.0,Rabbit snare.png,Rabbit snare
2574,Short but effective and very colourful.,23357,True,200.0,18000.0,500,300.0,Rain bow.png,Rain bow
2575,"Well, this would certainly add some colour to a meal.",10136,True,48.0,6000.0,120,72.0,Rainbow fish.png,Rainbow fish
2576,Use this to clear weeds.,5341,True,2.0,40.0,6,3.0,Rake.png,Rake
2577,I need another ingredient to finish this Ranarr potion.,99,True,10.0,10000.0,25,15.0,Ranarr potion (unf).png,Ranarr potion (unf)
2578,A ranarr seed - plant in a herb patch.,5295,True,20.0,200.0,50,30.0,Ranarr seed 5.png,Ranarr seed
2579,A useful herb.,257,True,10.0,11000.0,25,15.0,Ranarr weed.png,Ranarr weed
2580,Lightweight boots ideal for rangers.,2577,True,80.0,8.0,200,120.0,Ranger boots.png,Ranger boots
2581,Lightweight gloves ideal for rangers.,19994,True,1360.0,8.0,3400,2040.0,Ranger gloves.png,Ranger gloves
2582,Lightweight legwear ideal for rangers.,23249,True,8000.0,8.0,20000,12000.0,Rangers' tights.png,Rangers' tights
2583,Lightweight body armour ideal for rangers.,12596,True,4800.0,4.0,12000,7200.0,Rangers' tunic.png,Rangers' tunic
2584,One dose of fishy ranging potion.,11511,True,57.0,2000.0,144,86.0,Ranging mix(1).png,Ranging mix(1)
2585,Two doses of fishy ranging potion.,11509,True,86.0,2000.0,216,129.0,Ranging mix(2).png,Ranging mix(2)
2586,1 dose of ranging potion.,173,True,57.0,2000.0,144,86.0,Ranging potion(1).png,Ranging potion(1)
2587,2 doses of ranging potion.,171,True,86.0,2000.0,216,129.0,Ranging potion(2).png,Ranging potion(2)
2588,3 doses of ranging potion.,169,True,115.0,2000.0,288,172.0,Ranging potion(3).png,Ranging potion(3)
2589,4 doses of ranging potion.,2444,True,144.0,2000.0,360,216.0,Ranging potion(4).png,Ranging potion(4)
2590,Ancient ogre bones from the ogre burial tomb.,4832,True,1.0,7500.0,1,1.0,Raurg bones.png,Raurg bones
2591,This would taste a lot better cooked.,7196,True,62.0,13000.0,155,93.0,Raw admiral pie.png,Raw admiral pie
2592,I should try cooking this.,321,False,6.0,13000.0,15,9.0,Raw anchovies.png,Raw anchovies
2593,I should try cooking this.,13439,True,180.0,15000.0,450,270.0,Raw anglerfish.png,Raw anglerfish
2594,I should try cooking this.,363,True,16.0,15000.0,40,24.0,Raw bass.png,Raw bass
2595,I need to cook this first.,2136,False,1.0,13000.0,1,1.0,Raw bear meat.png,Raw bear meat
2596,A slab of raw beast meat.,9986,True,10.0,11000.0,25,15.0,Raw beast meat.png,Raw beast meat
2597,I need to cook this first.,2132,False,1.0,13000.0,1,1.0,Raw beef.png,Raw beef
2598,This certainly needs cooking!,9978,True,6.0,11000.0,17,10.0,Raw bird meat.png,Raw bird meat
2599,I need to cook this first.,25833,False,1.0,,1,1.0,Raw boar meat.png,Raw boar meat
2600,It's incredibly slimy.,5001,True,6.0,13000.0,15,9.0,Raw cave eel.png,Raw cave eel
2601,I need to cook this first.,2138,False,1.0,13000.0,1,1.0,Raw chicken.png,Raw chicken
2602,I need to cook this first.,2876,True,34.0,13000.0,85,51.0,Raw chompy.png,Raw chompy
2603,I should try cooking this.,341,True,4.0,15000.0,10,6.0,Raw cod.png,Raw cod
2604,I should try cooking this.,11934,True,130.0,15000.0,325,195.0,Raw dark crab.png,Raw dark crab
2605,"Raw fish is risky, better cook it.",7186,True,20.0,13000.0,50,30.0,Raw fish pie.png,Raw fish pie
2606,Needs cooking before I eat it.,7176,True,4.0,13000.0,12,7.0,Raw garden pie.png,Raw garden pie
2607,I should try cooking this.,345,False,4.0,15000.0,10,6.0,Raw herring.png,Raw herring
2608,The uncooked meat of a Jubbly bird.,7566,True,40.0,11000.0,100,60.0,Raw jubbly.png,Raw jubbly
2609,A raw green octopus.,3142,True,80.0,13000.0,200,120.0,Raw karambwan.png,Raw karambwan
2610,I should try cooking this.,377,False,28.0,15000.0,70,42.0,Raw lobster.png,Raw lobster
2611,I should try cooking this.,353,True,6.0,15000.0,15,9.0,Raw mackerel.png,Raw mackerel
2612,A rare catch.,389,True,80.0,15000.0,200,120.0,Raw manta ray.png,Raw manta ray
2613,I should try cooking this.,7944,True,92.0,13000.0,230,138.0,Raw monkfish.png,Raw monkfish
2614,Needs to be baked before I can use it.,7168,True,10.0,13000.0,27,16.0,Raw mud pie.png,Raw mud pie
2615,"I need to cook this, though I don't know if I want to.",24782,True,1.0,,1,1.0,Raw mystery meat.png,Raw mystery meat
2616,Raw meat from the oomlie bird.,2337,True,4.0,15.0,10,6.0,Raw oomlie.png,Raw oomlie
2617,I should try cooking this.,349,False,8.0,15000.0,20,12.0,Raw pike.png,Raw pike
2618,Might taste better cooked.,3226,True,8.0,13000.0,20,12.0,Raw rabbit.png,Raw rabbit
2619,"A colourful fish, attracted to colourful flies.",10138,True,48.0,13000.0,120,72.0,Raw rainbow fish.png,Raw rainbow fish
2620,I need to cook this first.,2134,False,1.0,13000.0,1,1.0,Raw rat meat.png,Raw rat meat
2621,I should try cooking this.,331,False,12.0,15000.0,30,18.0,Raw salmon.png,Raw salmon
2622,I should try cooking this.,327,False,4.0,15000.0,10,6.0,Raw sardine.png,Raw sardine
2623,A rare catch.,395,True,80.0,15000.0,200,120.0,Raw sea turtle.png,Raw sea turtle
2624,I should try cooking this.,383,True,68.0,15000.0,170,102.0,Raw shark.png,Raw shark
2625,I should try cooking this.,317,False,2.0,15000.0,5,3.0,Raw shrimps.png,Raw shrimps
2626,A slime covered eel - yuck!,3379,True,1.0,13000.0,1,1.0,Raw slimy eel.png,Raw slimy eel
2627,"Fresh fruit may be good for you, but I should really cook this.",7216,True,28.0,13000.0,70,42.0,Raw summer pie.png,Raw summer pie
2628,I should try cooking this.,371,False,32.0,15000.0,80,48.0,Raw swordfish.png,Raw swordfish
2629,I should try cooking this.,335,False,4.0,15000.0,10,6.0,Raw trout.png,Raw trout
2630,I should try cooking this.,359,False,16.0,15000.0,40,24.0,Raw tuna.png,Raw tuna
2631,I need to cook this first.,1859,True,1.0,11000.0,2,1.0,Raw ugthanki meat.png,Raw ugthanki meat
2632,"Good as it looks, I'd better cook it.",7206,True,36.0,13000.0,91,54.0,Raw wild pie.png,Raw wild pie
2633,I need to cook this.,10816,True,1.0,11000.0,2,1.0,Raw yak meat.png,Raw yak meat
2634,A small round red bead.,1470,False,1.0,11000.0,4,2.0,Red bead.png,Red bead
2635,Parlez-vous francais?,12247,True,32.0,4.0,80,48.0,Red beret.png,Red beret
2636,Stylish!,7319,True,90.0,4.0,225,135.0,Red boater.png,Red boater
2637,Very stylish!,2904,True,200.0,150.0,500,300.0,Red boots.png,Red boots
2638,A bright red cape.,1007,False,1.0,150.0,2,1.0,Red cape.png,Red cape
2639,All for one and one for all!,12323,True,80.0,4.0,200,120.0,Red cavalier.png,Red cavalier
2640,Even more volatile than its vegetarian counterpart.,10034,True,64.0,7000.0,160,96.0,Red chinchompa.png,Red chinchompa
2641,Made from 100% real dragonhide.,2501,True,4492.0,70.0,11230,6738.0,Red d'hide body.png,Red d'hide body
2642,Made from 100% real dragonhide. With colourful trim!,12327,True,4492.0,8.0,11230,6738.0,Red d'hide body (g).png,Red d'hide body (g)
2643,Made from 100% real dragonhide. With colourful trim!,12331,True,4492.0,8.0,11230,6738.0,Red d'hide body (t).png,Red d'hide body (t)
2644,Made from 100% real dragonhide.,2495,True,2072.0,70.0,5180,3108.0,Red d'hide chaps.png,Red d'hide chaps
2645,Made from 100% real dragonhide. With colourful trim!,12329,True,2072.0,8.0,5180,3108.0,Red d'hide chaps (g).png,Red d'hide chaps (g)
2646,Made from 100% real dragonhide. With colourful trim!,12333,True,2072.0,8.0,5180,3108.0,Red d'hide chaps (t).png,Red d'hide chaps (t)
2647,A solid magic wood shield covered in red dragon leather.,22281,True,4400.0,125.0,11000,6600.0,Red d'hide shield.png,Red d'hide shield
2648,Vambraces made from 100% real dragonhide.,2489,True,1440.0,70.0,3600,2160.0,Red d'hide vambraces.png,Red d'hide vambraces
2649,It's a piece of prepared red dragonhide.,2507,True,36.0,11000.0,90,54.0,Red dragon leather.png,Red dragon leather
2650,Do I look scary?,12522,True,4000.0,4.0,10000,6000.0,Red dragon mask.png,Red dragon mask
2651,The scaly rough hide from a Red Dragon.,1749,True,58.0,11000.0,145,87.0,Red dragonhide.png,Red dragonhide
2652,"A set containing a red dragonhide body, chaps and vambraces.",12869,True,2000.0,70.0,5000,3000.0,Red dragonhide set.png,Red dragonhide set
2653,A little bottle of red dye.,1763,False,2.0,150.0,5,3.0,Red dye.png,Red dye
2654,A well made elegant ladies' red blouse.,10424,True,800.0,4.0,2000,1200.0,Red elegant blouse.png,Red elegant blouse
