examine,id,members,lowalch,limit,value,highalch,icon,name
There are 10 potatoes in this sack.,5438,True,1.0,600.0,1,1.0,Potatoes(10).png,Potatoes(10)
Little ornament in the shape of a scarab.,9032,True,4.0,13000.0,10,6.0,Pottery scarab.png,Pottery scarab
A small statuette.,9036,True,4.0,13000.0,10,6.0,Pottery statuette.png,Pottery statuette
One dose of fishy Prayer potion.,11467,True,30.0,2000.0,76,45.0,Prayer mix(1).png,Prayer mix(1)
Two doses of fishy Prayer potion.,11465,True,45.0,2000.0,114,68.0,Prayer mix(2).png,Prayer mix(2)
1 dose of Prayer restore potion.,143,True,30.0,2000.0,76,45.0,Prayer potion(1).png,Prayer potion(1)
2 doses of Prayer restore potion.,141,True,45.0,2000.0,114,68.0,Prayer potion(2).png,Prayer potion(2)
3 doses of Prayer restore potion.,139,True,60.0,2000.0,152,91.0,Prayer potion(3).png,Prayer potion(3)
4 doses of Prayer restore  potion.,2434,True,76.0,2000.0,190,114.0,Prayer potion(4).png,Prayer potion(4)
A premade Blurberry Special,2028,True,12.0,2000.0,30,18.0,Premade blurb' sp..png,Premade blurb' sp.
A Premade Cheese and Tomato Batta.,2223,True,48.0,6000.0,120,72.0,Premade c+t batta.png,Premade c+t batta
Some Premade chocchip crunchies.,2239,True,34.0,6000.0,85,51.0,Premade ch' crunch.png,Premade ch' crunch
A premade Chocolate Bomb.,2229,True,64.0,6000.0,160,96.0,Premade choc bomb.png,Premade choc bomb
A premade Chocolate Saturday.,2030,True,12.0,2000.0,30,18.0,Premade choc s'dy.png,Premade choc s'dy
A premade Drunk Dragon.,2032,True,12.0,2000.0,30,18.0,Premade dr' dragon.png,Premade dr' dragon
A premade Fruit Blast.,2034,True,12.0,2000.0,30,18.0,Premade fr' blast.png,Premade fr' blast
A premade Fruit Batta.,2225,True,48.0,6000.0,120,72.0,Premade fr't batta.png,Premade fr't batta
A premade Pineapple punch.,2036,True,12.0,2000.0,30,18.0,Premade p' punch.png,Premade p' punch
Some premade Spicy Crunchies.,2241,True,34.0,6000.0,85,51.0,Premade s'y crunch.png,Premade s'y crunch
A premade Short Green Guy.,2038,True,12.0,2000.0,30,18.0,Premade sgg.png,Premade sgg
A Premade Toad Batta.,2221,True,48.0,6000.0,120,72.0,Premade t'd batta.png,Premade t'd batta
Some premade Toad Crunchies.,2243,True,34.0,6000.0,85,51.0,Premade t'd crunch.png,Premade t'd crunch
A premade Tangled Toads Legs.,2231,True,64.0,6000.0,160,96.0,Premade ttl.png,Premade ttl
A premade Vegetable Ball.,2235,True,60.0,6000.0,150,90.0,Premade veg ball.png,Premade veg ball
A Premade Vegetable Batta.,2227,True,48.0,6000.0,120,72.0,Premade veg batta.png,Premade veg batta
A premade Worm Batta.,2219,True,48.0,6000.0,120,72.0,Premade w'm batta.png,Premade w'm batta
Some Premade Worm Crunchies.,2237,True,34.0,6000.0,85,51.0,Premade w'm crun'.png,Premade w'm crun'
A Premade Wizard Blizzard.,2040,True,12.0,2000.0,30,18.0,Premade wiz blz'd.png,Premade wiz blz'd
A premade Worm Hole.,2233,True,60.0,6000.0,150,90.0,Premade worm hole.png,Premade worm hole
Bottom half of a priest suit.,428,False,2.0,150.0,5,3.0,Priest gown (bottom).png,Priest gown (bottom)
Top half of a priest suit.,426,False,2.0,150.0,5,3.0,Priest gown (top).png,Priest gown (top)
A pair of upgraded dragon boots.,13239,True,30000.0,15.0,75000,45000.0,Primordial boots.png,Primordial boots
A powerful crystal of strength.,13231,True,18000.0,15.0,45000,27000.0,Primordial crystal.png,Primordial crystal
"A giant mosquito's proboscis, aerodynamic and sharp!",6319,True,2.0,100.0,5,3.0,Proboscis 1000.png,Proboscis
A Proselyte Temple Knight's leg armour.,9676,True,4000.0,70.0,10000,6000.0,Proselyte cuisse.png,Proselyte cuisse
Proselyte level armour pack.,9670,True,10000.0,70.0,25000,15000.0,Proselyte harness f.png,Proselyte harness f
Proselyte level armour pack.,9666,True,10000.0,70.0,25000,15000.0,Proselyte harness m.png,Proselyte harness m
A Proselyte Temple Knight's armour.,9674,True,4800.0,70.0,12000,7200.0,Proselyte hauberk.png,Proselyte hauberk
A Proselyte Temple Knight's helm.,9672,True,3200.0,70.0,8000,4800.0,Proselyte sallet.png,Proselyte sallet
A Proselyte Temple Knight's leg armour.,9678,True,4000.0,70.0,10000,6000.0,Proselyte tasset.png,Proselyte tasset
Happy Halloween.,1959,False,12.0,50.0,30,18.0,Pumpkin.png,Pumpkin
An uncharged Rune Stone of extra capability.,7936,False,1.0,30000.0,4,2.0,Pure essence.png,Pure essence
Stylish!,12311,True,90.0,4.0,225,135.0,Purple boater.png,Purple boater
Very stylish!,2934,True,200.0,150.0,500,300.0,Purple boots.png,Purple boots
A thick purple cape.,1029,False,12.0,150.0,32,19.0,Purple cape.png,Purple cape
A little bottle of purple dye.,1773,False,2.0,150.0,5,3.0,Purple dye.png,Purple dye
A well made elegant ladies' purple blouse.,10436,True,800.0,4.0,2000,1200.0,Purple elegant blouse.png,Purple elegant blouse
A rather elegant pair of men's purple pantaloons.,10418,True,800.0,4.0,2000,1200.0,Purple elegant legs.png,Purple elegant legs
A well made elegant men's purple shirt.,10416,True,800.0,4.0,2000,1200.0,Purple elegant shirt.png,Purple elegant shirt
A rather elegant purple skirt.,10438,True,800.0,4.0,2000,1200.0,Purple elegant skirt.png,Purple elegant skirt
Makes firelighting a lot easier.,10326,True,6.0,250.0,15,9.0,Purple firelighter.png,Purple firelighter
A posy of flowers.,2468,True,40.0,150.0,100,60.0,Purple flowers.png,Purple flowers
These will keep my hands warm!,2942,False,200.0,150.0,500,300.0,Purple gloves.png,Purple gloves
A silly pointed hat.,2940,True,200.0,150.0,500,300.0,Purple hat.png,Purple hat
A nice hat from a cracker.,1046,False,1.0,5.0,1,1.0,Purple partyhat.png,Purple partyhat
Made by werewolves for werewolves.,2938,True,200.0,150.0,500,300.0,Purple robe bottoms.png,Purple robe bottoms
Some fine werewolf clothing.,2936,True,200.0,150.0,500,300.0,Purple robe top.png,Purple robe top
Remember to brush after eating!,10476,True,6.0,10000.0,15,9.0,Purple sweets 5.png,Purple sweets
Logs prepared with sacred oil for a funeral pyre.,3438,True,3.0,11000.0,8,4.0,Pyre logs.png,Pyre logs
A phosphate rich mineral dust.,21545,True,12.0,13000.0,30,18.0,Pyrophosphite.png,Pyrophosphite
This could be put on a string and worn for luck.,10134,True,12.0,100.0,30,18.0,Rabbit foot.png,Rabbit foot
The snare will tighten around animals passing through.,10031,True,6.0,250.0,15,9.0,Rabbit snare.png,Rabbit snare
Short but effective and very colourful.,23357,True,200.0,18000.0,500,300.0,Rain bow.png,Rain bow
"Well, this would certainly add some colour to a meal.",10136,True,48.0,6000.0,120,72.0,Rainbow fish.png,Rainbow fish
Use this to clear weeds.,5341,True,2.0,40.0,6,3.0,Rake.png,Rake
I need another ingredient to finish this Ranarr potion.,99,True,10.0,10000.0,25,15.0,Ranarr potion (unf).png,Ranarr potion (unf)
A ranarr seed - plant in a herb patch.,5295,True,20.0,200.0,50,30.0,Ranarr seed 5.png,Ranarr seed
A useful herb.,257,True,10.0,11000.0,25,15.0,Ranarr weed.png,Ranarr weed
Lightweight boots ideal for rangers.,2577,True,80.0,8.0,200,120.0,Ranger boots.png,Ranger boots
Lightweight gloves ideal for rangers.,19994,True,1360.0,8.0,3400,2040.0,Ranger gloves.png,Ranger gloves
Lightweight legwear ideal for rangers.,23249,True,8000.0,8.0,20000,12000.0,Rangers' tights.png,Rangers' tights
Lightweight body armour ideal for rangers.,12596,True,4800.0,4.0,12000,7200.0,Rangers' tunic.png,Rangers' tunic
One dose of fishy ranging potion.,11511,True,57.0,2000.0,144,86.0,Ranging mix(1).png,Ranging mix(1)
Two doses of fishy ranging potion.,11509,True,86.0,2000.0,216,129.0,Ranging mix(2).png,Ranging mix(2)
1 dose of ranging potion.,173,True,57.0,2000.0,144,86.0,Ranging potion(1).png,Ranging potion(1)
2 doses of ranging potion.,171,True,86.0,2000.0,216,129.0,Ranging potion(2).png,Ranging potion(2)
3 doses of ranging potion.,169,True,115.0,2000.0,288,172.0,Ranging potion(3).png,Ranging potion(3)
4 doses of ranging potion.,2444,True,144.0,2000.0,360,216.0,Ranging potion(4).png,Ranging potion(4)
Ancient ogre bones from the ogre burial tomb.,4832,True,1.0,7500.0,1,1.0,Raurg bones.png,Raurg bones
This would taste a lot better cooked.,7196,True,62.0,13000.0,155,93.0,Raw admiral pie.png,Raw admiral pie
I should try cooking this.,321,False,6.0,13000.0,15,9.0,Raw anchovies.png,Raw anchovies
I should try cooking this.,13439,True,180.0,15000.0,450,270.0,Raw anglerfish.png,Raw anglerfish
I should try cooking this.,363,True,16.0,15000.0,40,24.0,Raw bass.png,Raw bass
I need to cook this first.,2136,False,1.0,13000.0,1,1.0,Raw bear meat.png,Raw bear meat
A slab of raw beast meat.,9986,True,10.0,11000.0,25,15.0,Raw beast meat.png,Raw beast meat
I need to cook this first.,2132,False,1.0,13000.0,1,1.0,Raw beef.png,Raw beef
This certainly needs cooking!,9978,True,6.0,11000.0,17,10.0,Raw bird meat.png,Raw bird meat
I need to cook this first.,25833,True,1.0,,1,1.0,Raw boar meat.png,Raw boar meat
It's incredibly slimy.,5001,True,6.0,13000.0,15,9.0,Raw cave eel.png,Raw cave eel
I need to cook this first.,2138,False,1.0,13000.0,1,1.0,Raw chicken.png,Raw chicken
I need to cook this first.,2876,True,34.0,13000.0,85,51.0,Raw chompy.png,Raw chompy
I should try cooking this.,341,True,4.0,15000.0,10,6.0,Raw cod.png,Raw cod
I should try cooking this.,11934,True,130.0,15000.0,325,195.0,Raw dark crab.png,Raw dark crab
"Raw fish is risky, better cook it.",7186,True,20.0,13000.0,50,30.0,Raw fish pie.png,Raw fish pie
Needs cooking before I eat it.,7176,True,4.0,13000.0,12,7.0,Raw garden pie.png,Raw garden pie
I should try cooking this.,345,False,4.0,15000.0,10,6.0,Raw herring.png,Raw herring
The uncooked meat of a Jubbly bird.,7566,True,40.0,11000.0,100,60.0,Raw jubbly.png,Raw jubbly
A raw green octopus.,3142,True,80.0,13000.0,200,120.0,Raw karambwan.png,Raw karambwan
I should try cooking this.,377,False,28.0,15000.0,70,42.0,Raw lobster.png,Raw lobster
I should try cooking this.,353,True,6.0,15000.0,15,9.0,Raw mackerel.png,Raw mackerel
A rare catch.,389,True,80.0,15000.0,200,120.0,Raw manta ray.png,Raw manta ray
I should try cooking this.,7944,True,92.0,13000.0,230,138.0,Raw monkfish.png,Raw monkfish
Needs to be baked before I can use it.,7168,True,10.0,13000.0,27,16.0,Raw mud pie.png,Raw mud pie
"I need to cook this, though I don't know if I want to.",24782,True,1.0,,1,1.0,Raw mystery meat.png,Raw mystery meat
Raw meat from the oomlie bird.,2337,True,4.0,15.0,10,6.0,Raw oomlie.png,Raw oomlie
I should try cooking this.,349,False,8.0,15000.0,20,12.0,Raw pike.png,Raw pike
Might taste better cooked.,3226,True,8.0,13000.0,20,12.0,Raw rabbit.png,Raw rabbit
"A colourful fish, attracted to colourful flies.",10138,True,48.0,13000.0,120,72.0,Raw rainbow fish.png,Raw rainbow fish
I need to cook this first.,2134,False,1.0,13000.0,1,1.0,Raw rat meat.png,Raw rat meat
I should try cooking this.,331,False,12.0,15000.0,30,18.0,Raw salmon.png,Raw salmon
I should try cooking this.,327,False,4.0,15000.0,10,6.0,Raw sardine.png,Raw sardine
A rare catch.,395,True,80.0,15000.0,200,120.0,Raw sea turtle.png,Raw sea turtle
I should try cooking this.,383,True,68.0,15000.0,170,102.0,Raw shark.png,Raw shark
I should try cooking this.,317,False,2.0,15000.0,5,3.0,Raw shrimps.png,Raw shrimps
A slime covered eel - yuck!,3379,True,1.0,13000.0,1,1.0,Raw slimy eel.png,Raw slimy eel
"Fresh fruit may be good for you, but I should really cook this.",7216,True,28.0,13000.0,70,42.0,Raw summer pie.png,Raw summer pie
I should try cooking this.,371,False,32.0,15000.0,80,48.0,Raw swordfish.png,Raw swordfish
I should try cooking this.,335,False,4.0,15000.0,10,6.0,Raw trout.png,Raw trout
I should try cooking this.,359,False,16.0,15000.0,40,24.0,Raw tuna.png,Raw tuna
I need to cook this first.,1859,True,1.0,11000.0,2,1.0,Raw ugthanki meat.png,Raw ugthanki meat
"Good as it looks, I'd better cook it.",7206,True,36.0,13000.0,91,54.0,Raw wild pie.png,Raw wild pie
I need to cook this.,10816,True,1.0,11000.0,2,1.0,Raw yak meat.png,Raw yak meat
A small round red bead.,1470,False,1.0,11000.0,4,2.0,Red bead.png,Red bead
Parlez-vous francais?,12247,True,32.0,4.0,80,48.0,Red beret.png,Red beret
Stylish!,7319,True,90.0,4.0,225,135.0,Red boater.png,Red boater
Very stylish!,2904,True,200.0,150.0,500,300.0,Red boots.png,Red boots
A bright red cape.,1007,False,1.0,150.0,2,1.0,Red cape.png,Red cape
All for one and one for all!,12323,True,80.0,4.0,200,120.0,Red cavalier.png,Red cavalier
Even more volatile than its vegetarian counterpart.,10034,True,64.0,7000.0,160,96.0,Red chinchompa.png,Red chinchompa
Made from 100% real dragonhide.,2501,True,4492.0,70.0,11230,6738.0,Red d'hide body.png,Red d'hide body
Made from 100% real dragonhide. With colourful trim!,12327,True,4492.0,8.0,11230,6738.0,Red d'hide body (g).png,Red d'hide body (g)
Made from 100% real dragonhide. With colourful trim!,12331,True,4492.0,8.0,11230,6738.0,Red d'hide body (t).png,Red d'hide body (t)
Made from 100% real dragonhide.,2495,True,2072.0,70.0,5180,3108.0,Red d'hide chaps.png,Red d'hide chaps
Made from 100% real dragonhide. With colourful trim!,12329,True,2072.0,8.0,5180,3108.0,Red d'hide chaps (g).png,Red d'hide chaps (g)
Made from 100% real dragonhide. With colourful trim!,12333,True,2072.0,8.0,5180,3108.0,Red d'hide chaps (t).png,Red d'hide chaps (t)
A solid magic wood shield covered in red dragon leather.,22281,True,4400.0,125.0,11000,6600.0,Red d'hide shield.png,Red d'hide shield
Vambraces made from 100% real dragonhide.,2489,True,1440.0,70.0,3600,2160.0,Red d'hide vambraces.png,Red d'hide vambraces
It's a piece of prepared red dragonhide.,2507,True,36.0,11000.0,90,54.0,Red dragon leather.png,Red dragon leather
Do I look scary?,12522,True,4000.0,4.0,10000,6000.0,Red dragon mask.png,Red dragon mask
The scaly rough hide from a Red Dragon.,1749,True,58.0,11000.0,145,87.0,Red dragonhide.png,Red dragonhide
"A set containing a red dragonhide body, chaps and vambraces.",12869,True,2000.0,70.0,5000,3000.0,Red dragonhide set.png,Red dragonhide set
A little bottle of red dye.,1763,False,2.0,150.0,5,3.0,Red dye.png,Red dye
A well made elegant ladies' red blouse.,10424,True,800.0,4.0,2000,1200.0,Red elegant blouse.png,Red elegant blouse
A rather elegant pair of men's red pantaloons.,10406,True,800.0,4.0,2000,1200.0,Red elegant legs.png,Red elegant legs
A well made elegant men's red shirt.,10404,True,800.0,4.0,2000,1200.0,Red elegant shirt.png,Red elegant shirt
A rather elegant red skirt.,10426,True,800.0,4.0,2000,1200.0,Red elegant skirt.png,Red elegant skirt
A vivid red feather.,10088,True,4.0,8000.0,10,6.0,Red feather.png,Red feather
Makes firelighting a lot easier.,7329,True,6.0,250.0,15,9.0,Red firelighter.png,Red firelighter
A posy of flowers.,2462,True,40.0,150.0,100,60.0,Red flowers.png,Red flowers
These will keep my hands warm!,2912,False,200.0,150.0,500,300.0,Red gloves.png,Red gloves
Aaaarrrghhh ... I'm a monster.,1057,False,6.0,5.0,15,9.0,Red halloween mask.png,Red halloween mask
A silly pointed hat.,2910,True,200.0,150.0,500,300.0,Red hat.png,Red hat
A minimalist's hat.,2645,True,16.0,4.0,40,24.0,Red headband.png,Red headband
A nice hat from a cracker.,1038,False,1.0,5.0,1,1.0,Red partyhat.png,Red partyhat
Made by werewolves for werewolves.,2908,True,200.0,150.0,500,300.0,Red robe bottoms.png,Red robe bottoms
Some fine werewolf clothing.,2906,True,200.0,150.0,500,300.0,Red robe top.png,Red robe top
Slightly slimy but certainly striking.,10147,True,60.0,125.0,150,90.0,Red salamander.png,Red salamander
Ewww!,223,False,2.0,13000.0,7,4.0,Red spiders' eggs.png,Red spiders' eggs
Vambraces made from 100% real dragonhide. Now with added spikiness.,10083,True,1440.0,125.0,3600,2160.0,Red spiky vambraces.png,Red spiky vambraces
A semi precious stone.,1613,True,80.0,11000.0,200,120.0,Red topaz.png,Red topaz
A jungle specific slashing device.,6317,True,800.0,15.0,2000,1200.0,Red topaz machete.png,Red topaz machete
Very bright red berries.,1951,False,1.0,13000.0,3,1.0,Redberries.png,Redberries
Looks tasty.,2325,False,4.0,15.0,12,7.0,Redberry pie.png,Redberry pie
A redberry bush seed - plant in a bush patch.,5101,True,1.0,600.0,4,2.0,Redberry seed 5.png,Redberry seed
Feed and catch the birds by placing this in the right spot.,22204,True,2.0,250.0,5,3.0,Redwood bird house.png,Redwood bird house
Logs cut from a redwood tree.,19669,True,180.0,12000.0,450,270.0,Redwood logs.png,Redwood logs
Redwood logs prepared with sacred oil for a funeral pyre.,19672,True,358.0,11000.0,895,537.0,Redwood pyre logs.png,Redwood pyre logs
This sapling is ready to be replanted in a Redwood patch.,22859,True,1.0,200.0,1,1.0,Redwood sapling.png,Redwood sapling
A solid redwood shield.,22266,True,512.0,125.0,1280,768.0,Redwood shield.png,Redwood shield
Plant this in a plantpot of soil to grow a sapling.,22871,True,260.0,200.0,650,390.0,Redwood tree seed 5.png,Redwood tree seed
Helps to restore Hitpoints.,11133,True,80800.0,70.0,202000,121200.0,Regen bracelet.png,Regen bracelet
"1 dose of Relicym's balm, which helps cure disease.",4848,True,30.0,2000.0,75,45.0,Relicym's balm(1).png,Relicym's balm(1)
"2 doses of Relicym's balm, which helps cure disease.",4846,True,60.0,2000.0,150,90.0,Relicym's balm(2).png,Relicym's balm(2)
"3 doses of Relicym's balm, which helps cure disease.",4844,True,80.0,2000.0,200,120.0,Relicym's balm(3).png,Relicym's balm(3)
"4 doses of Relicym's balm, which helps cure disease.",4842,True,90.0,2000.0,225,135.0,Relicym's balm(4).png,Relicym's balm(4)
One dose of fishy Relicym's balm.,11439,True,30.0,2000.0,75,45.0,Relicym's mix(1).png,Relicym's mix(1)
Two doses of fishy Relicym's balm.,11437,True,60.0,2000.0,150,90.0,Relicym's mix(2).png,Relicym's mix(2)
One dose of fishy restore potion.,11451,True,17.0,2000.0,44,26.0,Restore mix(1).png,Restore mix(1)
Two doses of fishy restore potion.,11449,True,26.0,2000.0,66,39.0,Restore mix(2).png,Restore mix(2)
1 dose of restore potion.,131,True,17.0,2000.0,44,26.0,Restore potion(1).png,Restore potion(1)
2 doses of restore potion.,129,True,26.0,2000.0,66,39.0,Restore potion(2).png,Restore potion(2)
3 doses of restore potion.,127,True,35.0,2000.0,88,52.0,Restore potion(3).png,Restore potion(3)
4 doses of restore potion.,2430,True,44.0,2000.0,110,66.0,Restore potion(4).png,Restore potion(4)
Teleports you to the Revenant cave in the Wilderness.,21802,True,4.0,10000.0,10,6.0,Revenant cave teleport.png,Revenant cave teleport
